artwork,style,genre,emotion
133,3,4,2
134,25,4,2
135,3,4,1
136,3,4,5
137,3,12,8
138,3,9,2
139,3,2,4
140,3,4,2
141,3,4,2
142,3,4,1
143,3,4,7
144,3,9,2
145,3,4,2
146,3,4,5
147,3,4,5
148,25,8,2
149,3,9,4
150,3,12,1
151,3,4,5
152,3,9,7
153,3,4,3
154,3,4,7
155,3,4,6
156,3,4,2
157,3,4,5
158,3,4,0
159,3,4,5
160,11,4,0
161,11,8,2
162,11,8,1
163,25,4,5
164,3,4,0
165,3,4,5
166,3,0,8
167,3,0,5
168,25,17,2
169,3,4,2
170,3,8,7
171,3,0,2
172,3,9,1
173,24,9,4
174,3,9,2
175,3,0,6
176,3,4,2
177,3,4,0
178,3,8,4
179,3,8,2
180,3,4,0
181,3,3,0
182,3,3,4
183,3,3,6
184,3,3,0
185,3,3,6
186,3,4,0
187,3,4,4
188,3,3,2
189,25,3,1
190,3,3,0
191,3,4,5
192,3,3,0
193,3,4,5
194,3,3,5
195,3,3,0
196,3,3,6
197,3,3,5
198,3,3,6
199,3,3,4
200,3,3,7
201,3,3,4
202,3,3,5
203,3,4,3
204,24,9,2
205,3,4,0
206,3,4,5
207,24,4,1
208,3,4,3
209,3,9,0
210,3,8,4
211,3,4,1
212,24,4,2
213,3,4,1
214,3,8,0
215,3,4,2
216,3,4,0
217,3,4,4
218,3,4,5
219,3,4,2
220,3,4,0
221,3,11,7
222,3,9,2
223,3,4,2
224,3,0,8
225,3,4,2
226,3,4,2
227,3,4,2
228,3,4,3
229,3,4,7
230,3,4,8
231,3,4,0
232,11,8,2
233,3,9,4
234,3,4,6
235,3,4,1
236,3,4,5
237,3,4,5
238,3,4,2
239,3,8,1
240,11,5,3
241,3,4,3
242,11,4,4
243,11,4,2
244,3,8,3
245,3,4,8
246,3,5,6
247,3,8,6
248,3,9,1
249,3,4,2
250,3,4,2
251,3,8,2
252,3,8,2
253,3,13,5
254,3,4,5
255,24,8,2
256,3,9,2
257,3,8,0
258,3,8,2
259,3,9,2
260,3,9,2
261,3,4,2
262,3,4,2
263,3,4,5
264,3,4,8
265,3,14,0
266,3,4,6
267,3,9,1
268,3,4,4
269,11,4,5
270,14,4,1
271,14,4,2
272,21,3,4
273,21,9,4
274,21,9,6
275,21,10,2
276,21,8,2
277,21,10,1
278,21,9,1
279,21,9,4
280,21,15,1
281,21,10,2
282,21,10,2
283,21,10,4
284,21,10,1
285,21,10,2
286,21,1,2
287,21,4,3
288,21,9,1
289,21,0,4
290,21,17,2
291,21,9,5
292,21,0,1
293,21,0,1
294,21,10,2
295,21,10,6
296,21,9,0
297,21,10,2
298,21,0,1
299,21,9,2
300,21,9,1
301,21,9,5
302,21,0,4
303,21,9,5
304,21,9,0
305,21,1,8
306,21,9,2
307,21,9,5
308,21,10,2
309,21,0,3
310,21,0,6
311,21,0,2
312,21,0,4
313,21,0,6
314,21,0,2
315,21,8,2
316,21,9,7
317,21,9,1
318,21,17,2
319,21,9,0
320,21,9,5
321,21,9,1
322,21,9,2
323,21,0,6
324,21,0,2
325,21,10,2
326,21,8,2
327,21,17,2
328,21,15,2
329,21,15,2
330,21,9,5
331,21,9,5
332,21,10,2
333,21,10,1
334,21,9,5
335,21,10,2
336,21,9,5
337,21,9,0
338,21,9,0
339,21,3,2
340,21,9,5
341,21,9,1
342,21,9,0
343,21,9,4
344,21,9,6
345,21,9,2
346,21,9,2
347,21,9,4
348,21,9,1
349,21,9,2
350,21,9,5
351,21,9,4
352,21,9,5
353,21,9,2
354,21,10,2
355,21,10,2
356,21,10,1
357,21,10,2
358,21,10,2
359,21,10,2
360,21,8,2
361,21,8,2
362,21,17,2
363,21,1,1
364,21,8,4
365,21,8,2
366,21,9,3
367,21,0,2
368,21,0,3
369,21,0,3
370,21,0,3
371,21,15,1
372,21,15,2
373,21,15,2
374,21,9,2
375,21,9,5
376,21,9,2
377,21,4,2
378,21,9,2
379,21,0,4
380,21,0,5
381,21,0,7
382,21,0,2
383,21,0,4
384,21,0,7
385,21,0,2
386,21,0,2
387,21,0,2
388,21,0,4
389,21,0,6
390,21,0,2
391,21,0,1
392,21,0,3
393,21,0,1
394,21,0,5
395,21,0,5
396,21,0,3
397,21,8,0
398,16,17,2
399,7,8,1
400,21,8,2
401,21,8,1
402,24,15,1
403,21,8,7
404,7,15,6
405,21,8,2
406,16,17,6
407,7,15,2
408,21,17,0
409,21,3,4
410,24,10,2
411,7,6,2
412,21,17,0
413,21,8,0
414,21,8,2
415,21,8,1
416,21,8,0
417,24,9,2
418,16,8,1
419,24,8,1
420,24,8,2
421,21,1,5
422,24,8,2
423,24,8,5
424,21,8,2
425,24,8,5
426,24,8,2
427,24,8,6
428,24,8,4
429,24,10,2
430,24,8,2
431,24,17,2
432,24,1,5
433,24,1,2
434,24,17,2
435,16,10,1
436,16,10,4
437,24,8,2
438,24,8,2
439,24,8,0
440,24,8,4
441,24,8,2
442,21,8,7
443,24,8,1
444,21,8,5
445,24,8,2
446,16,8,3
447,16,0,1
448,21,17,2
449,21,9,4
450,21,9,4
451,24,9,5
452,24,3,2
453,16,8,1
454,16,8,2
455,21,8,2
456,16,10,1
457,24,8,0
458,24,9,1
459,21,8,2
460,28,12,1
461,28,12,5
462,28,12,1
463,28,12,2
464,28,12,0
465,13,9,1
466,13,12,1
467,13,12,1
468,13,12,1
469,13,12,1
470,13,9,2
471,13,12,2
472,13,13,1
473,28,13,0
474,13,12,0
475,28,13,1
476,28,12,1
477,28,12,2
478,28,12,1
479,28,12,1
480,28,12,1
481,13,12,1
482,28,12,2
483,13,12,5
484,13,12,1
485,13,12,2
486,13,9,3
487,13,12,4
488,28,13,4
489,9,12,5
490,9,12,1
491,9,9,6
492,9,9,0
493,9,12,5
494,9,12,5
495,9,9,2
496,9,12,1
497,9,12,2
498,9,12,5
499,9,9,4
500,9,12,2
501,9,9,0
502,9,9,1
503,9,9,8
504,9,12,5
505,9,12,5
506,9,12,5
507,9,12,4
508,9,12,1
509,9,12,2
510,9,12,4
511,9,12,6
512,9,12,1
513,9,3,4
514,9,9,4
515,9,9,4
516,9,9,2
517,9,12,5
518,9,12,1
519,9,12,2
520,9,12,1
521,9,12,5
522,9,9,4
523,9,12,5
524,9,9,4
525,9,12,6
526,2,12,1
527,2,4,4
528,2,12,1
529,2,9,1
530,8,8,2
531,8,4,2
532,8,4,0
533,8,12,3
534,8,12,0
535,8,8,2
536,8,4,1
537,8,4,0
538,8,12,2
539,8,12,1
540,8,12,1
541,8,4,1
542,8,4,2
543,8,4,4
544,8,12,1
545,8,8,1
546,8,12,1
547,8,8,1
548,8,4,4
549,8,13,0
550,8,4,4
551,8,4,3
552,8,9,1
553,8,4,7
554,8,12,6
555,8,12,2
556,8,1,2
557,8,4,6
558,8,4,2
559,8,12,4
560,8,12,0
561,8,4,0
562,8,4,5
563,8,8,1
564,8,12,5
565,8,4,1
566,8,4,0
567,8,8,0
568,8,4,0
569,8,4,1
570,8,12,2
571,8,3,4
572,8,4,1
573,8,12,0
574,8,12,1
575,8,12,1
576,8,4,4
577,8,4,4
578,8,8,2
579,8,17,1
580,8,8,2
581,8,4,1
582,25,8,1
583,25,8,2
584,25,8,2
585,25,8,6
586,25,8,2
587,25,8,2
588,25,8,0
589,25,8,2
590,25,8,2
591,25,8,2
592,25,8,5
593,25,8,2
594,25,8,2
595,25,8,2
596,25,8,1
597,25,8,1
598,25,8,2
599,25,8,2
600,25,8,2
601,25,8,2
602,25,8,2
603,25,8,2
604,25,8,1
605,25,8,2
606,25,8,2
607,25,8,2
608,25,8,2
609,25,8,3
610,25,8,3
611,25,14,2
612,25,8,2
613,25,8,2
614,25,8,2
615,25,8,1
616,25,8,2
617,25,14,2
618,25,8,2
619,25,8,2
620,25,8,2
621,25,8,2
622,25,8,2
623,25,8,2
624,25,8,2
625,25,8,2
626,25,8,2
627,25,8,2
628,25,8,2
629,25,8,1
630,25,8,2
631,25,1,1
632,25,8,2
633,25,8,2
634,25,8,2
635,25,8,2
636,25,8,1
637,25,14,2
638,25,8,2
639,25,14,2
640,25,8,2
641,25,8,2
642,25,14,1
643,25,8,2
644,25,8,1
645,25,8,2
646,25,8,2
647,25,8,2
648,25,8,2
649,25,8,2
650,25,8,2
651,25,8,2
652,25,8,2
653,25,8,1
654,25,8,2
655,25,8,0
656,25,8,2
657,25,8,2
658,25,14,2
659,25,1,2
660,25,8,2
661,25,17,1
662,25,8,2
663,25,8,2
664,25,8,2
665,25,8,2
666,25,8,1
667,25,8,2
668,25,4,2
669,25,8,2
670,25,8,2
671,19,15,7
672,19,4,4
673,7,9,3
674,7,9,4
675,19,9,5
676,19,15,2
677,19,4,3
678,19,9,5
679,7,6,2
680,3,8,3
681,3,8,1
682,19,15,2
683,19,4,4
684,19,15,7
685,19,9,4
686,19,15,3
687,19,15,4
688,19,4,5
689,19,4,8
690,7,4,4
691,19,4,5
692,19,4,4
693,19,4,3
694,19,4,0
695,19,9,4
696,19,9,7
697,19,9,4
698,19,15,6
699,8,12,1
700,8,14,1
701,8,12,1
702,8,14,5
703,8,14,5
704,8,12,5
705,8,12,5
706,8,12,5
707,8,14,7
708,8,12,1
709,8,12,1
710,8,12,2
711,8,12,5
712,8,14,1
713,8,12,5
714,8,9,0
715,8,14,4
716,8,9,4
717,8,14,2
718,8,12,5
719,8,12,5
720,8,12,5
721,8,12,1
722,8,12,1
723,8,12,1
724,8,12,8
725,8,12,5
726,8,12,2
727,8,12,2
728,8,12,1
729,8,12,1
730,8,9,2
731,8,12,1
732,8,9,4
733,8,12,1
734,8,9,4
735,8,9,1
736,8,14,6
737,8,14,2
738,8,9,4
739,8,9,4
740,8,9,5
741,8,9,2
742,8,9,2
743,8,9,4
744,8,9,8
745,8,9,2
746,8,9,2
747,8,14,2
748,8,9,4
749,8,12,4
750,8,12,1
751,8,12,1
752,8,14,5
753,8,12,2
754,8,12,4
755,8,12,1
756,8,14,5
757,8,12,2
758,8,14,1
759,8,12,1
760,8,12,1
761,8,12,1
762,8,14,1
763,8,12,1
764,8,12,1
765,8,14,6
766,8,12,0
767,8,12,2
768,8,14,1
769,8,14,5
770,8,12,5
771,8,12,1
772,8,12,2
773,8,14,2
774,8,12,1
775,8,12,1
776,8,14,1
777,8,12,1
778,8,14,2
779,8,12,1
780,8,12,1
781,8,12,1
782,8,9,4
783,8,12,1
784,22,3,1
785,22,3,1
786,22,3,4
787,22,3,2
788,22,14,1
789,22,4,2
790,22,13,2
791,22,4,2
792,22,4,2
793,22,13,1
794,22,13,1
795,22,13,2
796,22,13,1
797,22,4,2
798,22,9,2
799,22,13,2
800,22,13,4
801,22,8,2
802,22,4,2
803,22,4,1
804,22,4,2
805,22,13,3
806,22,4,2
807,22,4,2
808,22,4,2
809,22,13,0
810,22,9,4
811,22,13,2
812,22,13,5
813,22,4,2
814,22,9,5
815,22,13,0
816,22,13,1
817,22,13,4
818,22,9,2
819,22,9,2
820,22,9,5
821,22,13,2
822,22,13,2
823,22,4,1
824,22,12,1
825,22,13,1
826,22,13,2
827,22,4,2
828,22,12,2
829,22,4,2
830,22,13,7
831,22,9,2
832,22,4,1
833,22,9,4
834,22,4,2
835,22,13,3
836,22,4,7
837,22,13,1
838,22,12,1
839,22,13,4
840,22,13,2
841,22,9,1
842,22,4,2
843,22,13,1
844,22,4,1
845,22,4,1
846,22,13,2
847,22,13,2
848,22,4,2
849,22,13,2
850,22,4,2
851,22,12,5
852,22,13,5
853,22,13,0
854,22,13,3
855,1,8,1
856,1,11,0
857,1,11,6
858,1,11,3
859,1,11,1
860,1,11,2
861,1,11,4
862,1,11,8
863,1,11,4
864,1,11,4
865,1,11,4
866,1,11,1
867,1,11,1
868,1,11,3
869,1,11,4
870,1,9,6
871,1,11,1
872,1,11,2
873,1,11,0
874,1,11,6
875,1,11,1
876,1,11,1
877,1,11,2
878,1,11,1
879,1,11,2
880,1,11,5
881,1,4,2
882,1,11,4
883,1,11,4
884,1,11,1
885,1,11,2
886,1,11,4
887,1,11,1
888,1,11,4
889,1,11,1
890,1,11,0
891,1,11,1
892,1,11,1
893,1,11,0
894,1,11,1
895,1,11,0
896,1,9,2
897,1,11,4
898,1,11,0
899,1,11,1
900,1,11,1
901,1,0,4
902,1,11,4
903,1,9,1
904,1,9,1
905,1,9,2
906,1,9,6
907,1,9,0
908,1,9,2
909,1,9,5
910,1,11,2
911,1,11,1
912,1,11,0
913,1,11,6
914,1,11,8
915,1,11,2
916,1,11,4
917,1,11,4
918,1,11,4
919,1,11,4
920,1,3,4
921,1,11,3
922,1,11,4
923,1,11,5
924,1,11,2
925,1,9,4
926,1,11,1
927,1,11,2
928,1,11,4
929,1,9,4
930,1,11,2
931,1,9,1
932,13,12,1
933,9,12,0
934,9,12,5
935,9,12,1
936,9,12,5
937,13,12,5
938,9,12,6
939,9,12,0
940,13,12,1
941,9,12,4
942,13,12,2
943,13,12,2
944,13,12,8
945,9,12,1
946,9,12,5
947,13,12,1
948,13,12,2
949,9,12,5
950,9,12,1
951,9,12,1
952,9,12,5
953,9,12,4
954,9,12,2
955,9,12,5
956,9,12,1
957,9,12,4
958,9,12,1
959,9,12,4
960,9,12,4
961,13,12,5
962,9,12,5
963,9,12,1
964,9,12,5
965,9,12,1
966,9,12,1
967,9,12,5
968,9,12,0
969,13,9,4
970,13,9,6
971,13,9,2
972,9,12,1
973,9,12,2
974,9,12,1
975,9,12,0
976,13,12,1
977,13,12,7
978,13,12,7
979,13,12,1
980,9,12,1
981,13,12,1
982,9,12,4
983,9,12,5
984,9,12,2
985,9,12,6
986,9,12,1
987,9,12,4
988,9,12,2
989,13,12,1
990,9,12,2
991,9,12,5
992,13,12,5
993,9,12,5
994,13,9,1
995,13,12,1
996,9,9,1
997,13,12,2
998,13,12,5
999,13,13,1
1000,9,9,0
1001,9,9,5
1002,9,12,4
1003,13,12,4
1004,13,12,1
1005,9,12,1
1006,22,4,4
1007,9,12,1
1008,14,12,0
1009,14,13,2
1010,14,13,1
1011,14,13,4
1012,14,4,2
1013,14,13,2
1014,14,13,1
1015,14,13,1
1016,14,9,6
1017,14,9,2
1018,14,13,6
1019,14,13,2
1020,14,4,2
1021,14,8,1
1022,14,8,2
1023,14,13,4
1024,14,9,1
1025,14,9,2
1026,14,13,6
1027,14,0,7
1028,14,13,4
1029,14,9,2
1030,14,9,2
1031,14,9,4
1032,14,9,4
1033,14,9,6
1034,14,14,1
1035,14,8,5
1036,14,14,2
1037,14,12,1
1038,14,13,4
1039,14,8,1
1040,14,12,1
1041,14,8,6
1042,14,4,1
1043,14,3,1
1044,14,13,1
1045,14,12,1
1046,14,13,1
1047,14,13,1
1048,14,13,6
1049,14,4,3
1050,14,4,2
1051,14,4,4
1052,14,13,1
1053,14,13,2
1054,14,13,3
1055,14,13,4
1056,14,13,2
1057,14,13,1
1058,14,9,2
1059,14,0,2
1060,14,9,2
1061,14,9,3
1062,14,13,4
1063,3,8,4
1064,21,4,2
1065,3,6,3
1066,3,17,1
1067,3,17,1
1068,3,8,1
1069,3,8,2
1070,21,8,2
1071,3,8,2
1072,3,8,3
1073,3,1,0
1074,3,17,2
1075,3,4,2
1076,21,4,3
1077,3,4,7
1078,3,4,4
1079,21,8,2
1080,21,9,5
1081,21,9,6
1082,3,4,4
1083,3,17,2
1084,3,2,1
1085,3,17,2
1086,3,8,4
1087,3,6,6
1088,3,6,2
1089,3,8,1
1090,3,8,4
1091,3,8,1
1092,3,17,4
1093,21,17,2
1094,21,17,4
1095,3,8,6
1096,3,17,2
1097,3,8,1
1098,3,8,4
1099,3,17,1
1100,3,17,2
1101,21,8,2
1102,21,17,2
1103,21,8,2
1104,21,17,2
1105,3,8,4
1106,21,1,2
1107,21,1,1
1108,3,17,2
1109,3,1,4
1110,21,8,5
1111,3,8,1
1112,3,2,4
1113,3,2,4
1114,3,1,2
1115,3,4,1
1116,3,2,4
1117,21,8,3
1118,3,4,3
1119,21,8,1
1120,3,9,0
1121,3,9,4
1122,3,9,0
1123,3,9,6
1124,3,0,5
1125,3,9,4
1126,3,9,5
1127,3,9,5
1128,3,9,4
1129,3,9,4
1130,3,9,0
1131,3,9,1
1132,3,9,4
1133,3,9,4
1134,3,9,0
1135,3,9,4
1136,3,0,6
1137,3,9,5
1138,3,9,6
1139,3,9,0
1140,3,9,6
1141,3,9,0
1142,3,9,0
1143,3,9,2
1144,3,9,7
1145,3,9,0
1146,3,9,2
1147,3,0,4
1148,3,9,5
1149,3,9,4
1150,3,9,4
1151,3,9,4
1152,3,9,0
1153,3,9,0
1154,3,9,4
1155,3,9,7
1156,3,9,5
1157,3,0,6
1158,3,0,7
1159,3,0,4
1160,3,0,4
1161,3,0,1
1162,3,0,7
1163,3,9,4
1164,3,9,4
1165,3,9,5
1166,3,9,4
1167,3,9,2
1168,3,9,4
1169,3,8,1
1170,3,0,4
1171,3,9,4
1172,3,9,4
1173,3,9,5
1174,3,9,2
1175,3,9,1
1176,3,0,2
1177,3,9,5
1178,3,9,5
1179,3,9,4
1180,3,9,5
1181,3,9,2
1182,3,9,5
1183,3,9,5
1184,3,9,0
1185,3,9,0
1186,3,9,2
1187,3,9,4
1188,3,9,4
1189,3,9,0
1190,3,9,4
1191,3,9,5
1192,3,9,7
1193,3,9,4
1194,3,9,5
1195,3,9,5
1196,3,9,6
1197,3,9,5
1198,3,9,2
1199,3,9,4
1200,3,9,7
1201,3,9,0
1202,3,9,5
1203,3,9,4
1204,3,9,4
1205,3,9,4
1206,3,9,0
1207,3,8,2
1208,3,8,2
1209,3,0,5
1210,3,0,1
1211,3,9,0
1212,3,9,4
1213,3,9,2
1214,3,9,5
1215,3,9,5
1216,3,9,2
1217,3,9,1
1218,3,9,4
1219,3,9,2
1220,3,9,5
1221,3,9,4
1222,3,9,0
1223,3,9,5
1224,3,9,5
1225,3,9,0
1226,3,0,3
1227,3,9,5
1228,3,9,4
1229,3,9,6
1230,3,9,5
1231,3,9,2
1232,3,9,4
1233,3,9,0
1234,3,9,5
1235,3,9,5
1236,3,9,2
1237,3,9,0
1238,3,9,8
1239,3,9,4
1240,3,9,0
1241,3,9,5
1242,3,9,4
1243,3,9,0
1244,3,0,2
1245,3,0,2
1246,3,0,0
1247,3,0,1
1248,3,0,4
1249,3,0,4
1250,3,0,4
1251,3,0,2
1252,3,0,2
1253,3,0,4
1254,3,0,2
1255,3,9,5
1256,3,9,4
1257,3,9,4
1258,3,9,4
1259,3,9,0
1260,3,9,5
1261,3,9,4
1262,3,9,5
1263,3,9,0
1264,3,9,5
1265,3,9,5
1266,3,9,5
1267,3,9,4
1268,3,9,5
1269,3,9,0
1270,3,9,2
1271,3,9,2
1272,3,9,5
1273,3,9,5
1274,3,9,4
1275,3,9,4
1276,3,9,5
1277,3,9,4
1278,3,9,4
1279,3,9,4
1280,3,9,4
1281,3,9,4
1282,3,9,4
1283,3,9,4
1284,3,9,0
1285,3,9,1
1286,3,9,4
1287,3,9,0
1288,3,9,4
1289,3,9,4
1290,3,9,0
1291,3,9,4
1292,3,9,4
1293,3,9,5
1294,3,9,5
1295,3,9,5
1296,3,9,4
1297,3,9,8
1298,3,9,2
1299,3,9,4
1300,3,9,4
1301,3,9,1
1302,3,9,4
1303,3,9,0
1304,3,9,4
1305,3,9,4
1306,3,9,1
1307,3,9,4
1308,3,9,5
1309,3,9,4
1310,3,9,0
1311,3,9,4
1312,3,9,5
1313,3,9,4
1314,3,9,4
1315,3,9,5
1316,3,9,5
1317,3,9,0
1318,3,9,4
1319,3,9,2
1320,3,9,0
1321,3,9,4
1322,3,9,4
1323,3,9,6
1324,3,9,4
1325,3,9,4
1326,3,9,4
1327,3,9,6
1328,3,9,2
1329,3,9,4
1330,3,9,8
1331,3,9,5
1332,3,9,4
1333,3,9,8
1334,3,9,4
1335,3,9,4
1336,3,9,4
1337,3,9,5
1338,3,9,7
1339,3,9,4
1340,3,9,4
1341,3,9,0
1342,3,9,4
1343,3,0,4
1344,3,0,1
1345,3,0,1
1346,3,0,4
1347,3,0,7
1348,3,0,1
1349,3,0,1
1350,3,0,3
1351,3,0,2
1352,3,0,3
1353,3,0,3
1354,3,9,4
1355,3,14,4
1356,3,9,3
1357,3,9,4
1358,3,9,0
1359,3,9,4
1360,3,0,7
1361,3,9,2
1362,3,9,5
1363,3,0,1
1364,3,9,5
1365,3,0,4
1366,3,0,2
1367,3,0,7
1368,3,0,5
1369,3,0,2
1370,3,0,1
1371,3,0,3
1372,3,0,2
1373,3,9,5
1374,3,9,4
1375,3,9,2
1376,3,9,5
1377,3,9,6
1378,3,3,5
1379,3,9,4
1380,3,9,5
1381,3,9,4
1382,3,0,4
1383,3,0,1
1384,3,0,5
1385,3,0,7
1386,3,9,5
1387,3,9,2
1388,3,9,0
1389,3,9,2
1390,3,9,4
1391,3,9,4
1392,3,9,1
1393,3,9,0
1394,3,9,5
1395,3,9,5
1396,3,9,5
1397,3,9,5
1398,3,9,5
1399,3,9,4
1400,3,9,6
1401,3,9,7
1402,3,9,0
1403,3,9,5
1404,3,9,4
1405,3,9,4
1406,3,9,5
1407,3,9,5
1408,3,9,0
1409,3,8,2
1410,3,9,0
1411,3,9,5
1412,3,9,5
1413,3,9,2
1414,3,8,2
1415,3,9,5
1416,3,0,5
1417,3,9,5
1418,3,9,0
1419,3,9,2
1420,3,9,7
1421,3,9,2
1422,3,9,4
1423,3,9,5
1424,3,9,5
1425,3,9,5
1426,3,9,0
1427,3,9,4
1428,3,9,5
1429,3,9,4
1430,3,9,4
1431,3,9,1
1432,3,9,4
1433,3,9,8
1434,3,9,5
1435,3,9,5
1436,3,9,5
1437,3,9,0
1438,3,9,2
1439,3,9,5
1440,3,9,7
1441,3,9,0
1442,3,9,4
1443,3,9,6
1444,3,9,0
1445,3,9,6
1446,3,0,6
1447,3,9,4
1448,3,9,2
1449,3,9,5
1450,25,4,2
1451,25,4,5
1452,25,13,4
1453,25,4,2
1454,25,4,1
1455,25,9,5
1456,25,4,2
1457,25,4,2
1458,25,13,0
1459,25,4,0
1460,25,8,2
1461,25,4,2
1462,25,4,2
1463,25,4,2
1464,25,4,2
1465,25,4,0
1466,25,8,0
1467,25,4,2
1468,25,4,0
1469,25,4,0
1470,25,4,2
1471,25,14,2
1472,25,8,5
1473,25,4,5
1474,25,9,5
1475,25,4,2
1476,25,14,2
1477,25,8,2
1478,25,4,0
1479,25,4,2
1480,25,4,4
1481,25,4,2
1482,25,4,2
1483,25,0,3
1484,25,13,7
1485,25,8,2
1486,25,4,1
1487,25,4,2
1488,25,4,3
1489,25,9,1
1490,25,9,1
1491,25,9,1
1492,25,9,2
1493,25,9,7
1494,25,9,1
1495,25,9,2
1496,25,8,2
1497,25,8,2
1498,25,0,5
1499,25,3,0
1500,25,3,7
1501,25,4,6
1502,25,4,2
1503,25,4,4
1504,25,8,1
1505,25,14,5
1506,25,4,5
1507,25,0,0
1508,25,4,1
1509,25,4,6
1510,25,4,2
1511,25,16,6
1512,25,8,1
1513,25,9,2
1514,25,4,4
1515,25,12,0
1516,25,4,5
1517,25,4,2
1518,25,4,1
1519,25,4,2
1520,25,4,5
1521,25,4,0
1522,25,4,5
1523,25,4,0
1524,25,4,2
1525,25,4,2
1526,25,8,2
1527,25,4,2
1528,25,4,5
1529,25,4,5
1530,25,12,0
1531,25,4,2
1532,25,4,5
1533,25,4,1
1534,25,4,2
1535,25,4,5
1536,25,4,2
1537,25,4,1
1538,25,4,5
1539,25,4,1
1540,25,14,2
1541,25,4,4
1542,25,4,2
1543,25,13,0
1544,24,8,2
1545,21,8,2
1546,21,8,2
1547,24,8,2
1548,21,4,2
1549,21,8,1
1550,21,10,1
1551,24,4,5
1552,24,4,5
1553,24,8,1
1554,21,10,1
1555,24,4,1
1556,24,4,5
1557,24,9,5
1558,24,4,2
1559,24,8,2
1560,21,14,2
1561,11,4,2
1562,24,10,3
1563,21,8,2
1564,24,9,1
1565,11,4,2
1566,21,8,6
1567,24,4,2
1568,24,4,1
1569,24,4,5
1570,24,4,1
1571,21,4,5
1572,21,9,2
1573,21,9,5
1574,21,8,2
1575,24,4,2
1576,11,4,2
1577,24,4,2
1578,11,8,0
1579,24,14,2
1580,24,9,5
1581,24,9,5
1582,24,4,2
1583,24,4,4
1584,1,4,1
1585,24,10,2
1586,21,3,5
1587,21,9,4
1588,21,4,4
1589,21,8,1
1590,24,8,2
1591,24,8,1
1592,21,10,2
1593,21,4,2
1594,24,4,7
1595,11,4,2
1596,21,4,1
1597,24,4,1
1598,21,4,8
1599,24,8,2
1600,21,9,2
1601,21,9,1
1602,21,4,2
1603,24,4,2
1604,21,9,2
1605,24,4,2
1606,24,4,2
1607,24,4,2
1608,24,4,2
1609,24,4,5
1610,24,4,2
1611,24,9,7
1612,24,9,1
1613,24,4,4
1614,24,4,2
1615,24,4,2
1616,24,4,1
1617,24,4,2
1618,24,4,2
1619,24,4,2
1620,24,4,2
1621,24,4,1
1622,25,4,1
1623,24,4,2
1624,24,4,1
1625,24,4,4
1626,24,9,1
1627,24,9,2
1628,24,4,1
1629,24,9,5
1630,24,9,5
1631,24,9,4
1632,24,9,1
1633,24,9,4
1634,24,4,2
1635,24,4,2
1636,24,4,2
1637,24,9,2
1638,24,9,3
1639,24,9,4
1640,25,4,4
1641,24,9,4
1642,24,9,2
1643,24,9,1
1644,24,9,2
1645,24,9,2
1646,24,4,2
1647,24,9,6
1648,24,9,4
1649,24,9,2
1650,24,4,1
1651,24,9,6
1652,24,9,5
1653,24,9,6
1654,24,9,2
1655,24,9,5
1656,24,9,4
1657,24,9,2
1658,24,9,7
1659,24,4,5
1660,24,4,2
1661,24,4,4
1662,24,4,2
